Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Artigo/Inciso;Economia Absoluta;Economia Percentual
000037/20;37.0;DISPENSA;20;13;Homologada  ;01/04/2020;38985.15;38985.15;Aquisição de materiais hospitalares para atender a demanda das Unidades Básicas de Saúde do município de Riolândia, conforme especificações e quantida;23/03/2020;01/04/2020;;N;Art. 24, IV, Lei 8666/93;0.0;0.0
000036/20;36.0;DISPENSA;20;12;Homologada  ;01/04/2020;11115.0;11115.0;Aquisição de agendas e cadernos personalizados para atender as necessidades do Setor da Educação, do Município de Riolândia/SP, conforme especificaçõe;04/02/2020;01/04/2020;;N;Art. 24, II, Lei 8666/93;0.0;0.0
000035/20;35.0;DISPENSA;20;11;Homologada  ;24/03/2020;3725.9;3725.9;Aquisição de mobiliários para atender as necessidades do Centro de Referência em Assistência Social – CRAS, do Município de Riolândia/SP, conforme esp;09/03/2020;24/03/2020;;N;Art. 24, II, Lei 8666/93;0.0;0.0
000034/20;34.0;PREGÃO PRESENCIAL;20;14;Homologada  ;06/04/2020;1000000.0;692800.0;Aquisição de medicamentos não contidos na Relação Municipal de Medicamentos Essenciais (REMUME), objetivando o maior percentual de desconto sobre a ta;20/03/2020;06/04/2020;;S;;307200.0;0.3072
000033/20;33.0;PREGÃO PRESENCIAL;20;13;Homologada  ;27/04/2020;86400.0;69999.96;Contratação do serviço de coleta regular de resíduos sólidos urbanos no Município de Riolândia, pelo período de 12 (doze) meses.;19/03/2020;27/04/2020;;N;;16400.039999999994;0.1898152777777777
000032/20;32.0;DISPENSA;20;10;Homologada  ;17/03/2020;528.0;528.0;Contratação de empresa especializada em serviços de fornecimento de link de dados por fibra óptica para atender as necessidades do Centro de Referênci;27/02/2020;17/03/2020;;N;Art. 24, II, Lei 8666/93;0.0;0.0
000031/20;31.0;DISPENSA;20;9;Homologada  ;13/03/2020;12579.0;12579.0;Aquisição de ovos de páscoa a serem distribuídos aos alunos da rede pública de ensino do município de Riolândia, conforme especificações técnicas e qu;18/02/2020;13/03/2020;;N;Art. 24, II, Lei 8666/93;0.0;0.0
000029/20;29.0;DISPENSA;20;8;Homologada  ;06/03/2020;14750.0;14500.0;Aquisição de concreto usinado para atender a demanda da Prefeitura Municipal de Riolândia, conforme especificações técnicas e quantidades contidas no ;13/02/2020;06/03/2020;;N;Art. 24, II, Lei 8666/93;250.0;0.01694915254237288
000028/20;28.0;CONVITE;20;3;Homologada  ;17/03/2020;12266.67;7890.0;Contratação de empresa especializada na prestação de serviços técnicos especializados no planejamento, organização, realização e processamento de Conc;06/03/2020;17/03/2020;;N;;4376.67;0.356793653045203
000027/20;27.0;DISPENSA;20;7;Homologada  ;05/03/2020;16720.2;17490.7;Contratação de empresa especializada na prestação de serviços de fornecimento e instalação de divisórias em gesso acartonado e persianas, para atender;10/02/2020;05/03/2020;;N;Art. 24, II, Lei 8666/93;-770.5;-0.0460819846652552
000026/20;26.0;PREGÃO PRESENCIAL;20;12;Homologada  ;19/03/2020;150467.94;54951.75;registro de preços visando a aquisição com entrega parcelada, de material esportivo, para manutenção das atividades correlatas desenvolvidas pelos div;06/03/2020;19/03/2020;;S;;95516.19;0.6347942957150872
000025/20;25.0;DISPENSA;20;6;Homologada  ;03/03/2020;4166.67;3400.0;Aquisição de bebedouros industriais refrigerados para atender as necessidades do Centro de Referência em Assistência Social – CRAS, do Município de Ri;11/02/2020;03/03/2020;;N;Art. 24, II, Lei 8666/93;766.6700000000001;0.18400065279947778
000024/20;24.0;CONVITE;20;2;Classificada;12/03/2020;18570.0;0.0;Contratação de empresa especializada no fornecimento de estrutura técnica e operacional para realização das festividades em “Comemoração do Aniversári;02/03/2020;;;N;;18570.0;1.0
000023/20;23.0;DISPENSA;20;5;Homologada  ;03/03/2020;12127.06;11160.01;Aquisição de mobiliários para atender as necessidades do Centro de Referência em Assistência Social – CRAS, do Município de Riolândia/SP, conforme esp;03/02/2020;03/03/2020;;N;Art. 24, II, Lei 8666/93;967.0499999999993;0.07974315291587568
000022/20;22.0;PREGÃO PRESENCIAL;20;11;Homologada  ;12/03/2020;381340.67;366265.0;O Registro de Preços para a contratação de empresa especializada para prestação de serviços de borracharia para manutenção da frota oficial da prefeit;28/02/2020;12/03/2020;;S;;15075.669999999984;0.03953333904825831
000021/20;21.0;PREGÃO PRESENCIAL;20;10;Homologada  ;11/03/2020;257595.96;242709.7;contratação de empresa especializada no fornecimento de peças e acessórios e na prestação de serviços de auto elétrica para manutenção preventiva e co;27/02/2020;11/03/2020;;N;;14886.25999999998;0.05778918271854877
000020/20;20.0;PREGÃO PRESENCIAL;20;9;Homologada  ;10/03/2020;163787.0;146698.0;Aquisição de óleo lubrificante, graxa e fluído para freio, para a manutenção da frota de veículos, máquinas e equipamentos dos diversos setores da Pre;21/02/2020;10/03/2020;;N;;17089.0;0.10433673002130817
000019/20;19.0;INEXIGIBILIDADE;20;4;Homologada  ;20/02/2020;19500.0;12400.0;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;03/02/2020;20/02/2020;;N;Art. 25, III, Lei 8666/93;7100.0;0.3641025641025641
000018/20;18.0;INEXIGIBILIDADE;20;3;Homologada  ;18/02/2020;20000.0;15000.0;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;28/01/2020;18/02/2020;;N;Art. 25, III, Lei 8666/93;5000.0;0.25
000017/20;17.0;PREGÃO PRESENCIAL;20;8;Homologada  ;13/03/2020;64166.67;52496.5;Contratação de empresa para prestação de serviços de segurança e brigadistas não armados, para atender os diversos eventos a serem realizados pelo mun;12/02/2020;13/03/2020;;S;;11670.169999999998;0.1818727697728431
000016/20;16.0;DISPENSA;20;4;Homologada  ;29/01/2020;8833.33;7500.0;Contratação de empresa especializada para elaboração de Levantamento Técnico de Preços de Terras 2.020, do município de Riolândia, em atendimento à In;15/01/2020;07/02/2020;;N;Art. 24, II, Lei 8666/93;1333.33;0.15094307582757577
000015/20;15.0;PREGÃO PRESENCIAL;20;7;Homologada  ;20/02/2020;360938.32;333238.0;Aquisição de uniformes (bermuda feminina, bermuda masculina, camiseta, short-saia feminino e tênis) para os estudantes da Rede Pública de Ensino do Mu;07/02/2020;20/02/2020;;N;;27700.320000000007;0.07674530096998292
000014/20;14.0;PREGÃO PRESENCIAL;20;6;Homologada  ;21/02/2020;190963.33;176639.0;A aquisição de 02 (dois) veículos 0 km, destinados ao uso do Setor da Saúde do município de Riolândia;05/02/2020;05/03/2020;;N;;14324.329999999987;0.07501089345268533
000012/20;12.0;DISPENSA;20;3;Homologada  ;29/01/2020;14666.67;14000.0;Aquisição de Concreto Asfáltico Usinado à Quente (CBUQ – quente), para uso do setor de serviços de obras, infraestrutura da Prefeitura Municipal de Ri;08/01/2020;30/01/2020;;N;Art. 24, II, Lei 8666/93;666.6700000000001;0.045454762396644914
000011/20;11.0;PREGÃO PRESENCIAL;20;5;Homologada  ;11/02/2020;279699.9;277500.0;Contratação de empresa especializada para operação e execução de serviços de manutenção preventiva e corretiva do sistema de iluminação pública e orna;28/01/2020;27/02/2020;;N;;2199.9000000000233;0.007865215539941284
000010/20;10.0;DISPENSA;20;2;Homologada  ;15/01/2020;12349.0;11850.0;Aquisição de conjuntos escolares para atender as necessidades da EMEB “Prefeito Ruy Malachias Ferreira”, da rede publica de ensino do município de Rio;03/01/2020;23/01/2020;;N;Art. 24, II, Lei 8666/93;499.0;0.04040813021297271
000009/20;9.0;INEXIGIBILIDADE;20;2;Homologada  ;20/01/2020;73000.0;58000.0;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;03/01/2020;20/01/2020;;N;Art. 25, III, Lei 8666/93;15000.0;0.2054794520547945
000008/20;8.0;INEXIGIBILIDADE;20;1;Homologada  ;20/01/2020;211750.0;163500.0;Contratação de profissional do setor artístico para realização de show para festividades de “Comemoração do Aniversário de Emancipação Política do Mun;03/01/2020;20/01/2020;;N;Art. 25, III, Lei 8666/93;48250.0;0.22786304604486424
000007/20;7.0;PREGÃO PRESENCIAL;20;4;Homologada  ;05/02/2020;91133.33;89666.67;Contratação de empresa especializada para procedimentos relacionados a serviços de confecção de próteses dentárias fixas e removíveis, para suprir as ;20/01/2020;05/02/2020;;N;;1466.6600000000035;0.016093563134365916
000006/20;6.0;CONVITE;20;1;Homologada  ;28/01/2020;78667.33;75230.0;Contratação de empresa especializada para a execução de sondagem, elaboração dos projetos básicos, executivos e de aprovação, bem como o registro do l;16/01/2020;28/01/2020;;N;;3437.3300000000017;0.0436945044404075
000005/20;5.0;DISPENSA;20;1;Homologada  ;06/01/2020;5283.33;3800.0;Contratação de empresa especializada na prestação de serviços técnicos especializados no planejamento, organização, realização e processamento de Proc;10/12/2019;06/01/2020;;N;Art. 24, II, Lei 8666/93;1483.33;0.28075664401050093
000004/20;4.0;PREGÃO PRESENCIAL;20;3;Homologada  ;04/02/2020;90030.5;82929.0;Registro de Preços visando a aquisição de areia grossa e pedra britada 1, para suprir as necessidades de manutenção dos diversos setores da Prefeitura;17/01/2020;04/02/2020;;N;;7101.5;0.07887882439839831
000003/20;3.0;TOMADA DE PREÇOS;20;1;Homologada  ;30/01/2020;375371.34;368090.0;Aquisição de materiais didáticos e recursos pedagógicos, para alunos e professores da Educação Infantil (04 Anos e 05 Anos) e do Ensino Fundamental (1;15/01/2020;30/01/2020;;N;;7281.340000000026;0.01939769828991213
000002/20;2.0;PREGÃO PRESENCIAL;20;2;Homologada  ;23/01/2020;380917.33;295268.1;O registro de preços para a aquisição de alimentos perecíveis para projetos e programas da Assistência Social deste Município de Riolândia/SP, com ent;10/01/2020;23/01/2020;;S;;85649.23000000004;0.22484991690979256
000001/20;1.0;PREGÃO PRESENCIAL;20;1;Homologada  ;22/01/2020;1458245.9;713117.4;Registro de preço para a aquisição de materiais de higiene e limpeza para atender a demanda dos diversos setores da Prefeitura Municipal de Riolândia,;09/01/2020;22/01/2020;;S;;745128.4999999999;0.5109758923374994
000167/21;167.0;DISPENSA;21;67;Homologada  ;23/12/2021;27019.73;21299.5;Aquisição de eletrodomésticos para distribuição aos contribuintes, através de sorteio a ser realizado pela Prefeitura Municipal de Riolândia, atendend;19/11/2021;23/12/2021;;N;Art. 75, II, Lei 14.133/2021;5720.23;0.21170566841341493
000166/21;166.0;DISPENSA;21;66;Homologada  ;20/12/2021;17387.52;17000.0;Contratação de empresa especializada na realização de apresentações artísticas para as festividades do Natal e Ano Novo no Município de Riolândia, que;01/12/2021;20/12/2021;;N;Art. 24, II, Lei 8666/93;387.52000000000044;0.022287249705535948
000165/21;165.0;PREGÃO PRESENCIAL;21;57;Classificada;06/01/2022;1249160.28;0.0;Registro de preços para a aquisição de pneus novos, para suprir as necessidades de manutenção da frota dos diversos setores da Prefeitura Municipal de;09/12/2021;;;S;;1249160.28;1.0
000164/21;164.0;CONVITE;21;36;Homologada  ;17/12/2021;31300.0;30000.0;Contratação de empresa especializada na apresentação de banda artística para as festividades do Natal no Município de Riolândia, que ocorrerá na Praça;07/12/2021;17/12/2021;;N;;1300.0;0.04153354632587859
000162/21;162.0;CONVITE;21;35;Homologada  ;10/12/2021;60852.14;59059.94;Contratação de empresa especializada na prestação de serviços e fornecimento de materiais para instalação de tela de proteção contra nidificação de pá;24/11/2021;10/12/2021;;N;;1792.199999999997;0.02945171689935633
000161/21;161.0;DISPENSA;21;65;Homologada  ;30/11/2021;250350.0;250350.0;adesão do Consórcio Público Intermunicipal de Inovação e Desenvolvimento de São Paulo- CINDESP, através do Pregão Eletrônico nº 003/2021, Processo n° ;03/11/2021;30/11/2021;;N;Art. 24, XVIII, Lei 8666/93;0.0;0.0
000160/21;160.0;CONVITE;21;34;Homologada  ;07/12/2021;46519.78;45843.6;Contratação de empresa especializada na prestação de serviços de manutenção geral em equipamentos, máquinas e eletrodomésticos, para atender a demanda;19/11/2021;07/12/2021;;N;;676.1800000000003;0.014535322394044002
000159/21;159.0;DISPENSA;21;64;Homologada  ;22/11/2021;50400.0;48000.0;Aquisição de 4.000 m² de gramas, para ser entregue, plantada e acerto em terrenos no Município de Riolândia-SP, para atender a demanda do município, e;18/10/2021;22/11/2021;;N;Art. 75, II, Lei 14.133/2021;2400.0;0.047619047619047616
000158/21;158.0;DISPENSA;21;63;Homologada  ;23/11/2021;44335.0;34925.0;Contratação de empresa especializada no fornecimento de carrinhos de bebê, para atender as necessidades das Creches Municipais de Riolândia, com entre;05/11/2021;23/11/2021;;N;Art. 75, II, Lei 14.133/2021;9410.0;0.21224765986241118
000157/21;157.0;CONVITE;21;33;Homologada  ;01/12/2021;65699.97;62200.0;contratação de empresa especializada no fornecimento de estrutura técnica e operacional para realização das festividades do Natal e Ano Novo no Municí;18/11/2021;01/12/2021;;N;;3499.970000000001;0.05327201823684244
000156/21;156.0;DISPENSA;21;62;Homologada  ;22/11/2021;20825.0;17500.0;Aquisição de Coletores de lixo em aço carbono, para atender a demanda das Praças Municipais de Riolândia-SP, conforme descrições e quantidades constan;05/11/2021;22/11/2021;;N;Art. 24, II, Lei 8666/93;3325.0;0.15966386554621848
000155/21;155.0;CONVITE;21;32;Homologada  ;30/11/2021;33492.84;32210.0;contratação de empresa especializada na realização de manutenção e retifica de motor, incluindo fornecimento de peças/acessórios e mão de obra, no Mic;11/11/2021;30/11/2021;;N;;1282.8399999999965;0.03830191766359606
000154/21;154.0;DISPENSA;21;61;Homologada  ;18/11/2021;474123.14;474123.14;adesão do Consórcio Público Intermunicipal de Inovação e Desenvolvimento de São Paulo- CINDESP, através do Pregão n° 009/2020, Processo n° 016/2020, q;28/10/2021;18/11/2021;;N;Art. 24, XV, Lei 8666/93;0.0;0.0
000153/21;153.0;DISPENSA;21;60;Homologada  ;17/11/2021;31000.0;30000.0;Contratação de empresa especializada na prestação de serviços de podas em árvores, para atender a demanda do município de Riolândia, em prestação parc;15/09/2021;17/11/2021;;N;Art. 75, II, Lei 14.133/2021;1000.0;0.03225806451612903
000152/21;152.0;CONVITE;21;31;Homologada  ;06/12/2021;89638.66;87265.0;Contratação de empresa especializada na realização de manutenção de ar condicionado, incluindo fornecimento de peças/acessórios e mão de obra, que nec;25/11/2021;06/12/2021;;N;;2373.6600000000035;0.026480315524573923
000151/21;151.0;DISPENSA;21;1;Homologada  ;20/12/2021;2009190.0;2008436.0;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DIRETAMENTE DA AGRICULTURA FAMILIAR E DO EMPREENDEDOR FAMILIAR RURAL DESTINADO A MERENDA ESCOLAR, CONFORME §1º DO AR;08/11/2021;20/12/2021;;N;Chamada Publica - Lei Federal 11.947/2009;754.0;0.0003752756085785814
000150/21;150.0;CONVITE;21;30;Homologada  ;24/11/2021;41422.96;40806.4;Contratação de empresa especializada na prestação de serviço de mão de obra com fornecimento de materiais para reforma de 4 (quatro) unidades habitaci;12/11/2021;24/11/2021;;N;;616.5599999999977;0.014884498838325357
000149/21;149.0;DISPENSA;21;59;Homologada  ;05/11/2021;226196.0;226196.0;Adesão a Ata de Registro de Preços da CINDESP para aquisição de 1.172 (quantidade) de kits de materiais didáticos e pedagógicos de apoio a aprendizage;20/09/2021;05/11/2021;;N;Art. 24, XV, Lei 8666/93;0.0;0.0
000148/21;148.0;DISPENSA;21;58;Homologada  ;04/11/2021;19440.62;17867.8;Contratação de empresa especializada na prestação de serviços de remoção/instalação de poste e adequação de rede elétrica em regime de Linha Viva (red;13/09/2021;04/11/2021;;N;Art. 75, II, Lei 14.133/2021;1572.8199999999997;0.08090379833564978
000147/21;147.0;PREGÃO PRESENCIAL;21;56;Homologada  ;26/11/2021;859200.0;727056.0;Contratação, em regime de empreitada por preço global, de empresa especializada em serviços saúde para atendimento na Unidade Prisional CDP e Penitenc;12/11/2021;26/11/2021;;N;;132144.0;0.15379888268156425
000146/21;146.0;CONVITE;21;29;Homologada  ;08/11/2021;20037.06;18426.0;Contratação de empresa especializada no fornecimento de peças/acessórios e prestação de serviços de mão de obra mecânica, para manutenção do Ônibus 20;14/10/2021;08/11/2021;;N;;1611.0600000000013;0.08040401136693713
000145/21;145.0;CONVITE;21;28;Homologada  ;04/11/2021;96194.99;94272.45;Contratação de empresa especializada na prestação de serviços, para reforma do Velório Municipal de Riolândia-SP, conforme especificações técnicas e q;18/10/2021;04/11/2021;;N;;1922.5400000000081;0.019985864128682876
000144/21;144.0;CONVITE;21;27;Homologada  ;29/10/2021;24482.93;23000.0;Contratação de empresa especializada na realização de Remoção e Instalação de motor e mão de obra mecânica, para manutenção que necessita o Micro Ônib;18/10/2021;29/10/2021;;N;;1482.9300000000003;0.06056995629199611
000143/21;143.0;INEXIGIBILIDADE;21;3;Homologada  ;19/10/2021;80000.0;80000.0;Contratação de profissional do setor artístico para realização de show para festividades do Réveillon (ano-novo) do Município de Riolândia-SP, que oco;10/09/2021;19/10/2021;;N;Art. 25, III, Lei 8666/93;0.0;0.0
